Longitude,Latitude,Grid(Long-Lad size 0.00005),Grid2(Long-Lad size 0.0005),Grid3(Long-Lad size 0.0001),Grid4(Long-Lad size 0.001),Roadsegment
-8.624961,41.157027,183_29,19_3,92_15,10_2,10812
-8.625204,41.156163,178_12,18_2,89_6,9_1,10813
-8.625177,41.155605,178_0,18_0,89_0,9_0,11479
-8.623998,41.155632,202_1,21_1,101_1,11_1,10795
-8.632305,41.158575,36_60,4_6,18_30,2_3,288430
-8.630712,41.158341,68_55,7_6,34_28,4_3,288427
-8.630154,41.157792,79_44,8_5,40_22,4_3,276250
-8.629875,41.157342,84_35,9_4,42_18,5_2,250704
-8.629101,41.157117,100_31,10_4,50_16,5_2,250661
-8.628345,41.157315,115_35,12_4,58_18,6_2,276273
-8.627589,41.157567,130_40,13_4,65_20,7_2,2966
-8.625276,41.157288,176_34,18_4,88_17,9_2,2971
-8.625015,41.157252,182_33,19_4,91_17,10_2,2971
-8.624709,41.157036,188_29,19_3,94_15,10_2,12223
-8.624448,41.155875,193_6,20_1,97_3,10_1,18394
-8.624457,41.157225,193_33,20_4,97_17,10_2,2949
-8.625906,41.157603,164_40,17_4,82_20,9_2,2951
-8.627058,41.157756,141_44,15_5,71_22,8_3,2952
-8.62758,41.157756,130_44,13_5,65_22,7_3,2952
-8.627499,41.157639,132_41,14_5,66_21,7_3,2952
-8.627922,41.157693,123_42,13_5,62_21,7_3,276278
-8.628066,41.157972,121_48,13_5,61_24,7_3,274018
-8.628084,41.158341,120_55,12_6,60_28,6_3,274021
-8.628903,41.15907,104_70,11_7,52_35,6_4,148168
-8.62839,41.157423,114_37,12_4,57_19,6_2,225387
-8.628147,41.157504,119_38,12_4,60_19,6_2,250667
-8.62803,41.157657,121_42,13_5,61_21,7_3,274015
-8.627985,41.158017,122_49,13_5,61_25,7_3,274018
-8.627148,41.158719,139_63,14_7,70_32,7_4,2652
-8.625393,41.159502,174_78,18_8,87_39,9_4,2652
-8.624952,41.159736,183_83,19_9,92_42,10_5,2652
-8.624844,41.159808,185_85,19_9,93_43,10_5,2652
-8.629236,41.158827,97_65,10_7,49_33,5_4,276241
-8.630307,41.157549,76_39,8_4,38_20,4_2,276251
-8.62974,41.156244,87_13,9_2,44_7,5_1,2934
-8.628363,41.156865,115_26,12_3,58_13,6_2,80864
-8.628471,41.156928,112_27,12_3,56_14,6_2,80865
-8.628075,41.157585,120_40,12_4,60_20,6_2,274014
-8.627967,41.158098,123_50,13_5,62_25,7_3,274019
-8.62884,41.159151,105_71,11_8,53_36,6_4,148168
-8.625771,41.159403,166_76,17_8,83_38,9_4,2652
-8.627616,41.158548,130_59,13_6,65_30,7_3,2653
-8.629056,41.158863,101_66,11_7,51_33,6_4,276277
-8.630082,41.158449,80_57,8_6,40_29,4_3,276246
-8.631702,41.158404,48_56,5_6,24_28,3_3,288427
-8.633979,41.158665,2_62,1_7,1_31,1_4,164195
-8.633772,41.15862,6_61,1_7,3_31,1_4,164195
-8.633538,41.158629,11_61,2_7,6_31,1_4,164196
-8.633457,41.158575,13_60,2_6,7_30,1_3,164196
-8.633313,41.158584,16_60,2_6,8_30,1_3,164196
-8.633115,41.158458,20_58,2_6,10_29,1_3,197345
-8.633016,41.158287,22_54,3_6,11_27,2_3,197345
-8.632926,41.158224,23_53,3_6,12_27,2_3,197345
-8.632791,41.158062,26_50,3_5,13_25,2_3,197347
-8.632674,41.157927,28_47,3_5,14_24,2_3,259926
-8.632296,41.157549,36_39,4_4,18_20,2_2,259926
-8.631837,41.157027,45_29,5_3,23_15,3_2,259927
-8.631774,41.156964,46_28,5_3,23_14,3_2,259927
-8.63163,41.156802,49_24,5_3,25_12,3_2,259928
-8.631468,41.156658,53_22,6_3,27_11,3_2,197348
-8.631378,41.156604,54_20,6_2,27_10,3_1,197349
-8.631306,41.156667,56_22,6_3,28_11,3_2,197349
-8.631198,41.156766,58_24,6_3,29_12,3_2,10199
-8.631036,41.15682,61_25,7_3,31_13,4_2,10197
-8.630928,41.156901,63_26,7_3,32_13,4_2,10197
-8.630748,41.157036,67_29,7_3,34_15,4_2,10197
-8.630568,41.157099,71_30,8_3,36_15,4_2,10197
-8.630406,41.157207,74_33,8_4,37_17,4_2,10197
-8.630073,41.157243,80_33,8_4,40_17,4_2,276254
-8.629578,41.157,90_28,9_3,45_14,5_2,276257
-8.629056,41.156946,101_27,11_3,51_14,6_2,276260
-8.628831,41.156946,105_27,11_3,53_14,6_2,276261
-8.62866,41.157009,109_29,11_3,55_15,6_2,276263
-8.628507,41.157117,112_31,12_4,56_16,6_2,276271
-8.627742,41.157621,127_41,13_5,64_21,7_3,2966
-8.625789,41.157324,166_35,17_4,83_18,9_2,2971
-8.624979,41.157153,182_31,19_4,91_16,10_2,2971
-8.625258,41.156172,177_12,18_2,89_6,9_1,10813
-8.623269,41.155785,217_4,22_1,109_2,11_1,10801
-8.627958,41.157261,123_34,13_4,62_17,7_2,276274
-8.628102,41.157441,120_37,12_4,60_19,6_2,276274
-8.628138,41.157576,119_40,12_4,60_20,6_2,276275
-8.627985,41.158098,122_50,13_5,61_25,7_3,276268
-8.628732,41.15871,107_63,11_7,54_32,6_4,134548
-8.629272,41.158818,96_65,10_7,48_33,5_4,250687
-8.630298,41.157864,76_46,8_5,38_23,4_3,250699
-8.629461,41.156838,93_25,10_3,47_13,5_2,208934
-8.628561,41.15736,111_36,12_4,56_18,6_2,225368
-8.628309,41.157459,116_38,12_4,58_19,6_2,225385
-8.628183,41.157612,118_41,12_5,59_21,6_3,250668
-8.628615,41.158674,110_62,11_7,55_31,6_4,134547
-8.628642,41.15988,109_86,11_9,55_43,6_5,148168
-8.632962,41.159457,23_78,3_8,12_39,2_4,52556
-8.627652,41.157657,129_42,13_5,65_21,7_3,2952
-8.627913,41.158044,124_49,13_5,62_25,7_3,276267
-8.627985,41.158161,122_52,13_6,61_26,7_3,276268
-8.629155,41.158827,99_65,10_7,50_33,5_4,276241
-8.629254,41.158872,97_66,10_7,49_33,5_4,276241
-8.62974,41.158719,87_63,9_7,44_32,5_4,276244
-8.63019,41.158188,78_52,8_6,39_26,4_3,250696
-8.629866,41.15718,85_32,9_4,43_16,5_2,250706
-8.628534,41.156838,111_25,12_3,56_13,6_2,80864
-8.627625,41.155875,129_6,13_1,65_3,7_1,80864
-8.627364,41.155605,135_0,14_0,68_0,7_0,289723
-8.628282,41.156595,116_20,12_2,58_10,6_1,80864
-8.628417,41.156775,114_24,12_3,57_12,6_2,80864
-8.628381,41.156856,114_26,12_3,57_13,6_2,80864
-8.628507,41.157009,112_29,12_3,56_15,6_2,80865
-8.628066,41.157639,121_41,13_5,61_21,7_3,274014
-8.628165,41.15844,119_57,12_6,60_29,6_3,274034
-8.629434,41.158791,93_64,10_7,47_32,5_4,225289
-8.629875,41.158629,84_61,9_7,42_31,5_4,250692
-8.630343,41.157909,75_47,8_5,38_24,4_3,250699
-8.630316,41.157486,76_38,8_4,38_19,4_2,225320
-8.628561,41.157414,111_37,12_4,56_19,6_2,225370
-8.628192,41.157603,118_40,12_4,59_20,6_2,250668
-8.628084,41.157657,120_42,12_5,60_21,6_3,274015
-8.628048,41.157864,121_46,13_5,61_23,7_3,250670
-8.628057,41.158107,121_51,13_6,61_26,7_3,225360
-8.629029,41.158728,101_63,11_7,51_32,6_4,250685
-8.629425,41.158755,93_63,10_7,47_32,5_4,250688
-8.629731,41.158719,87_63,9_7,44_32,5_4,250690
-8.630415,41.158206,74_53,8_6,37_27,4_3,231193
-8.632179,41.158341,38_55,4_6,19_28,2_3,288430
-8.630172,41.157351,78_35,8_4,39_18,4_2,276253
-8.630091,41.157252,80_33,8_4,40_17,4_2,276254
-8.629488,41.157,92_28,10_3,46_14,5_2,276257
-8.628588,41.157117,110_31,11_4,55_16,6_2,274011
-8.628021,41.157711,121_43,13_5,61_22,7_3,274015
-8.628003,41.158143,122_51,13_6,61_26,7_3,274019
-8.628831,41.158845,105_65,11_7,53_33,6_4,276276
-8.629191,41.158908,98_67,10_7,49_34,5_4,276241
-8.629785,41.158755,86_63,9_7,43_32,5_4,276244
-8.630154,41.158431,79_57,8_6,40_29,4_3,276246
-8.631216,41.158314,58_55,6_6,29_28,3_3,288427
-8.632962,41.158593,23_60,3_6,12_30,2_3,288418
-8.633484,41.15871,12_63,2_7,6_32,1_4,288419
-8.623584,41.158683,210_62,21_7,105_31,11_4,208984
-8.623944,41.159205,203_72,21_8,102_36,11_4,16855
-8.633196,41.158476,18_58,2_6,9_29,1_3,197344
-8.632656,41.157846,29_45,3_5,15_23,2_3,259926
-8.631837,41.157009,45_29,5_3,23_15,3_2,259927
-8.631216,41.156784,58_24,6_3,29_12,3_2,10199
-8.63064,41.157072,69_30,7_3,35_15,4_2,10197
-8.63046,41.157162,73_32,8_4,37_16,4_2,10197
-8.630253,41.157234,77_33,8_4,39_17,4_2,10196
-8.629947,41.157144,83_31,9_4,42_16,5_2,276255
-8.629524,41.156649,91_21,10_3,46_11,5_2,208935
-8.629596,41.156343,90_15,9_2,45_8,5_1,2934
-8.629785,41.155938,86_7,9_1,43_4,5_1,2936
-8.62992,41.155776,83_4,9_1,42_2,5_1,2939
-8.627661,41.155875,129_6,13_1,65_3,7_1,80864
-8.628282,41.156685,116_22,12_3,58_11,6_2,80864
-8.628345,41.156766,115_24,12_3,58_12,6_2,80864
-8.628507,41.157027,112_29,12_3,56_15,6_2,80865
-8.628183,41.157306,118_35,12_4,59_18,6_2,276273
-8.628102,41.157387,120_36,12_4,60_18,6_2,276274
-8.627904,41.157648,124_41,13_5,62_21,7_3,276278
-8.627895,41.158377,124_56,13_6,62_28,7_3,2653
-8.627454,41.158584,133_60,14_6,67_30,7_3,2653
-8.632881,41.157837,24_45,3_5,12_23,2_3,48894
-8.632521,41.157846,31_45,4_5,16_23,2_3,259926
-8.631693,41.156928,48_27,5_3,24_14,3_2,259927
-8.631243,41.156487,57_18,6_2,29_9,3_1,197349
-8.624169,41.157207,199_33,20_4,100_17,10_2,80863
-8.625213,41.157378,178_36,18_4,89_18,9_2,2951
-8.625231,41.157513,177_39,18_4,89_20,9_2,2951
-8.625033,41.158152,181_51,19_6,91_26,10_3,3587
-8.630136,41.158998,79_68,8_7,40_34,4_4,156185
-8.630334,41.157693,75_42,8_5,38_21,4_3,276250
-8.628705,41.156973,108_28,11_3,54_14,6_2,276262
-8.628597,41.156883,110_26,11_3,55_13,6_2,80865
-8.628471,41.156901,112_26,12_3,56_13,6_2,80864
-8.628192,41.156505,118_18,12_2,59_9,6_1,80864
-8.629326,41.158881,95_66,10_7,48_33,5_4,276242
-8.630019,41.158539,82_59,9_6,41_30,5_3,276246
-8.630334,41.15718,75_32,8_4,38_16,4_2,10197
-8.631819,41.157009,46_29,5_3,23_15,3_2,259927
-8.633259,41.158512,17_59,2_6,9_30,1_3,164197
-8.627589,41.157576,130_40,13_4,65_20,7_2,2966
-8.627958,41.157837,123_45,13_5,62_23,7_3,276280
-8.627535,41.158431,131_57,14_6,66_29,7_3,2653
-8.627463,41.15862,133_61,14_7,67_31,7_4,2653
-8.627247,41.158818,137_65,14_7,69_33,7_4,2652
-8.625798,41.159574,166_80,17_8,83_40,9_4,2652
-8.624691,41.15979,188_84,19_9,94_42,10_5,208974
-8.623647,41.158791,209_64,21_7,105_32,11_4,208984
-8.623656,41.158737,209_63,21_7,105_32,11_4,208984
-8.624646,41.159664,189_82,19_9,95_41,10_5,208975
-8.624628,41.159754,189_83,19_9,95_42,10_5,208974
-8.631594,41.158341,50_55,5_6,25_28,3_3,288425
-8.630712,41.158161,68_52,7_6,34_26,4_3,288433
-8.630379,41.158107,74_51,8_6,37_26,4_3,276265
-8.629254,41.157045,97_29,10_3,49_15,5_2,274005
-8.628813,41.156964,106_28,11_3,53_14,6_2,276261
-8.628039,41.157666,121_42,13_5,61_21,7_3,276278
-8.627049,41.158791,141_64,15_7,71_32,8_4,2652
-8.62479,41.159754,186_83,19_9,93_42,10_5,2652
-8.623845,41.158719,205_63,21_7,103_32,11_4,208984
-8.630145,41.157531,79_39,8_4,40_20,4_2,276251
-8.630406,41.157198,74_32,8_4,37_16,4_2,10197
-8.631441,41.156676,53_22,6_3,27_11,3_2,246154
-8.63226,41.157576,37_40,4_4,19_20,2_2,259926
-8.633286,41.157648,16_41,2_5,8_21,1_3,48894
-8.633286,41.157648,16_41,2_5,8_21,1_3,48894
-8.63118,41.158233,58_53,6_6,29_27,3_3,288426
-8.630712,41.15817,68_52,7_6,34_26,4_3,288433
-8.630226,41.157603,77_40,8_4,39_20,4_2,276251
-8.628399,41.156865,114_26,12_3,57_13,6_2,80864
-8.627553,41.157639,131_41,14_5,66_21,7_3,2952
-8.627931,41.158026,123_49,13_5,62_25,7_3,276267
-8.627994,41.158305,122_54,13_6,61_27,7_3,276269
-8.629236,41.158782,97_64,10_7,49_32,5_4,250687
-8.62956,41.158737,91_63,10_7,46_32,5_4,250689
-8.630253,41.158278,77_54,8_6,39_27,4_3,231188
-8.632251,41.158512,37_59,4_6,19_30,2_3,288430
-8.628156,41.157297,119_34,12_4,60_17,6_2,274013
-8.628183,41.157387,118_36,12_4,59_18,6_2,274013
-8.628057,41.157657,121_42,13_5,61_21,7_3,274015
-8.627958,41.157972,123_48,13_5,62_24,7_3,274018
-8.628444,41.158404,113_56,12_6,57_28,6_3,274032
-8.628534,41.159637,111_81,12_9,56_41,6_5,148168
-8.624484,41.159907,192_87,20_9,96_44,10_5,208041
-8.626068,41.159214,161_73,17_8,81_37,9_4,2652
-8.627454,41.158665,133_62,14_7,67_31,7_4,2653
-8.628192,41.158566,118_60,12_6,59_30,6_3,134546
-8.62965,41.158755,89_63,9_7,45_32,5_4,276243
-8.630523,41.15826,71_54,8_6,36_27,4_3,231194
-8.632242,41.158476,37_58,4_6,19_29,2_3,288430
-8.627706,41.155767,128_4,13_1,64_2,7_1,80864
-8.628156,41.156397,119_16,12_2,60_8,6_1,80864
-8.628309,41.15664,116_21,12_3,58_11,6_2,80864
-8.628363,41.157198,115_32,12_4,58_16,6_2,276272
-8.628147,41.157342,119_35,12_4,60_18,6_2,276274
-8.627976,41.157711,122_43,13_5,61_22,7_3,225395
-8.628327,41.158503,115_58,12_6,58_29,6_3,274032
-8.629542,41.158827,91_65,10_7,46_33,5_4,276243
-8.630577,41.158197,70_52,7_6,35_26,4_3,231194
-8.631747,41.158413,47_57,5_6,24_29,3_3,288427
-8.632692,41.158584,28_60,3_6,14_30,2_3,288431
-8.63361,41.158773,10_64,1_7,5_32,1_4,288419
-8.628201,41.157369,118_36,12_4,59_18,6_2,274013
-8.628156,41.157477,119_38,12_4,60_19,6_2,274013
-8.628021,41.157675,121_42,13_5,61_21,7_3,274015
-8.627895,41.157801,124_44,13_5,62_22,7_3,276280
-8.628246,41.158575,117_60,12_6,59_30,6_3,134546
-8.628795,41.15934,106_75,11_8,53_38,6_4,148168
-8.630127,41.159079,79_70,8_7,40_35,4_4,156184
-8.630073,41.158926,80_67,8_7,40_34,4_4,156185
-8.630028,41.158512,81_59,9_6,41_30,5_3,276246
-8.630298,41.157954,76_47,8_5,38_24,4_3,276248
-8.629434,41.157072,93_30,10_3,47_15,5_2,274004
-8.628651,41.157072,109_30,11_3,55_15,6_2,276263
-8.628102,41.15745,120_37,12_4,60_19,6_2,276274
-8.627922,41.157612,123_41,13_5,62_21,7_3,2962
-8.627238,41.15754,137_39,14_4,69_20,7_2,2967
-8.626428,41.157459,153_38,16_4,77_19,8_2,2969
-8.625096,41.157243,180_33,18_4,90_17,9_2,2971
-8.624979,41.157,182_28,19_3,91_14,10_2,10812
-8.625339,41.15565,175_1,18_1,88_1,9_1,10814
-8.624241,41.155614,197_1,20_1,99_1,10_1,10795
-8.623359,41.155803,215_4,22_1,108_2,11_1,10800
-8.631036,41.156937,61_27,7_3,31_14,4_2,10197
-8.631135,41.156847,59_25,6_3,30_13,3_2,10197
-8.631405,41.156685,54_22,6_3,27_11,3_2,246154
-8.631027,41.156163,61_12,7_2,31_6,4_1,246161
-8.628048,41.157738,121_43,13_5,61_22,7_3,225394
-8.629929,41.158368,83_56,9_6,42_28,5_3,250617
-8.62983,41.155848,85_5,9_1,43_3,5_1,2938
-8.623422,41.158575,213_60,22_6,107_30,11_3,208985
-8.624556,41.159223,191_73,20_8,96_37,10_4,208980
-8.624655,41.159448,189_77,19_8,95_39,10_4,208977
-8.630199,41.157279,78_34,8_4,39_17,4_2,276254
-8.627742,41.155965,127_8,13_1,64_4,7_1,80864
-8.630559,41.159601,71_80,8_8,36_40,4_4,156181
-8.630154,41.159016,79_69,8_7,40_35,4_4,156185
-8.63001,41.158845,82_65,9_7,41_33,5_4,156185
-8.630055,41.158548,81_59,9_6,41_30,5_3,276246
-8.630262,41.158269,77_54,8_6,39_27,4_3,276264
-8.630082,41.157252,80_33,8_4,40_17,4_2,276254
-8.6301,41.15718,80_32,8_4,40_16,4_2,276254
-8.629515,41.156568,92_20,10_2,46_10,5_1,208935
-8.628426,41.157369,113_36,12_4,57_18,6_2,225388
-8.628084,41.157774,120_44,12_5,60_22,6_3,274016
-8.627832,41.158485,125_58,13_6,63_29,7_3,2653
-8.626572,41.15907,150_70,15_7,75_35,8_4,2652
-8.625195,41.159673,178_82,18_9,89_41,9_5,2652
-8.62839,41.157603,114_40,12_4,57_20,6_2,274042
-8.628372,41.157693,114_42,12_5,57_21,6_3,274043
-8.628354,41.158548,115_59,12_6,58_30,6_3,134546
-8.628759,41.159529,107_79,11_8,54_40,6_4,148168
-8.624025,41.157108,201_31,21_4,101_16,11_2,80863
-8.624682,41.157198,188_32,19_4,94_16,10_2,2949
-8.624772,41.157234,186_33,19_4,93_17,10_2,2950
-8.625033,41.156811,181_25,19_3,91_13,10_2,10812
-8.625348,41.155803,175_4,18_1,88_2,9_1,10813
-8.625411,41.155659,174_2,18_1,87_1,9_1,10814
-8.628165,41.157423,119_37,12_4,60_19,6_2,274013
-8.628057,41.157603,121_40,13_4,61_20,7_2,274014
-8.627958,41.157702,123_42,13_5,62_21,7_3,225395
-8.627913,41.157819,124_45,13_5,62_23,7_3,276280
-8.627913,41.157909,124_47,13_5,62_24,7_3,276266
-8.628237,41.158449,117_57,12_6,59_29,6_3,134545
-8.629254,41.158863,97_66,10_7,49_33,5_4,276241
-8.630082,41.158557,80_60,8_6,40_30,4_3,276246
-8.630235,41.158395,77_56,8_6,39_28,4_3,276247
-8.630397,41.158251,74_53,8_6,37_27,4_3,231193
-8.632242,41.158503,37_58,4_6,19_29,2_3,288430
-8.633538,41.158764,11_64,2_7,6_32,1_4,288419
-8.633853,41.158791,5_64,1_7,3_32,1_4,288419
-8.630082,41.15718,80_32,8_4,40_16,4_2,276254
-8.630343,41.156964,75_28,8_3,38_14,4_2,10197
-8.630577,41.157027,70_29,7_3,35_15,4_2,10197
-8.630766,41.156964,67_28,7_3,34_14,4_2,10197
-8.631117,41.156829,60_25,6_3,30_13,3_2,10197
-8.631621,41.156757,49_24,5_3,25_12,3_2,197348
-8.631738,41.156901,47_26,5_3,24_13,3_2,259927
-8.632071,41.157252,40_33,4_4,20_17,2_2,259927
-8.63217,41.157387,38_36,4_4,19_18,2_2,259927
-8.63226,41.157486,37_38,4_4,19_19,2_2,259926
-8.632314,41.157558,36_40,4_4,18_20,2_2,259926
-8.632476,41.157729,32_43,4_5,16_22,2_3,259926
-8.632503,41.157801,32_44,4_5,16_22,2_3,259926
-8.632575,41.157873,30_46,3_5,15_23,2_3,259926
-8.632764,41.158035,27_49,3_5,14_25,2_3,259925
-8.632863,41.158161,25_52,3_6,13_26,2_3,197345
-8.632989,41.158224,22_53,3_6,11_27,2_3,197345
-8.633547,41.15862,11_61,2_7,6_31,1_4,164196
-8.627895,41.156082,124_10,13_1,62_5,7_1,80864
-8.62848,41.156838,112_25,12_3,56_13,6_2,80864
-8.628192,41.157378,118_36,12_4,59_18,6_2,274013
-8.627985,41.158008,122_49,13_5,61_25,7_3,274018
-8.628957,41.15898,103_68,11_7,52_34,6_4,148167
-8.630073,41.157414,80_37,8_4,40_19,4_2,189270
-8.630073,41.157225,80_33,8_4,40_17,4_2,276254
-8.629677,41.157009,88_29,9_3,44_15,5_2,276256
-8.628993,41.156928,102_27,11_3,51_14,6_2,276260
-8.627976,41.157486,122_38,13_4,61_19,7_2,276275
-8.626158,41.157324,159_35,16_4,80_18,8_2,2970
-8.625195,41.157198,178_32,18_4,89_16,9_2,2971
-8.624826,41.157324,185_35,19_4,93_18,10_2,3586
-8.624484,41.158386,192_56,20_6,96_28,10_3,3587
-8.62434,41.158935,195_67,20_7,98_34,10_4,3587
-8.623647,41.159214,209_73,21_8,105_37,11_4,16853
-8.630928,41.160033,63_89,7_9,32_45,4_5,142763
-8.630757,41.15988,67_86,7_9,34_43,4_5,142764
-8.630622,41.159601,69_80,7_8,35_40,4_4,156181
-8.630361,41.159367,75_76,8_8,38_38,4_4,156182
-8.630154,41.159133,79_71,8_8,40_36,4_4,156184
-8.629983,41.158863,82_66,9_7,41_33,5_4,156185
-8.630091,41.158404,80_56,8_6,40_28,4_3,276246
-8.63001,41.15727,82_34,9_4,41_17,5_2,276254
-8.629767,41.157126,87_31,9_4,44_16,5_2,276256
-8.629506,41.15646,92_18,10_2,46_9,5_1,2934
-8.627769,41.155956,127_8,13_1,64_4,7_1,80864
-8.627886,41.156028,124_9,13_1,62_5,7_1,80864
-8.628147,41.156361,119_16,12_2,60_8,6_1,80864
-8.62821,41.156424,118_17,12_2,59_9,6_1,80864
-8.62857,41.156883,110_26,11_3,55_13,6_2,80865
-8.628624,41.156946,109_27,11_3,55_14,6_2,80865
-8.628642,41.157198,109_32,11_4,55_16,6_2,189275
-8.627967,41.15763,123_41,13_5,62_21,7_3,274015
-8.627913,41.157711,124_43,13_5,62_22,7_3,276278
-8.628066,41.158377,121_56,13_6,61_28,7_3,276270
-8.628363,41.158701,115_62,12_7,58_31,6_4,134547
-8.629155,41.158899,99_66,10_7,50_33,5_4,276241
-8.630163,41.158476,79_58,8_6,40_29,4_3,276246
-8.63019,41.158395,78_56,8_6,39_28,4_3,276247
-8.630289,41.158431,76_57,8_6,38_29,4_3,276247
-8.630172,41.157342,78_35,8_4,39_18,4_2,276253
-8.630037,41.157315,81_35,9_4,41_18,5_2,276254
-8.629605,41.157009,90_29,9_3,45_15,5_2,276257
-8.629182,41.156955,98_27,10_3,49_14,5_2,276260
-8.628867,41.156982,105_28,11_3,53_14,6_2,276261
-8.628588,41.157,110_28,11_3,55_14,6_2,276263
-8.627958,41.15754,123_39,13_4,62_20,7_2,276275
-8.627949,41.157684,123_42,13_5,62_21,7_3,276278
-8.627967,41.157756,123_44,13_5,62_22,7_3,276279
-8.628003,41.157927,122_47,13_5,61_24,7_3,276266
-8.627445,41.15853,133_59,14_6,67_30,7_3,2653
-8.625978,41.159232,162_73,17_8,81_37,9_4,2652
-8.624682,41.159808,188_85,19_9,94_43,10_5,2652
-8.630802,41.160132,66_91,7_10,33_46,4_5,142763
-8.630703,41.159961,68_88,7_9,34_44,4_5,142763
-8.630568,41.159691,71_82,8_9,36_41,4_5,142764
-8.630325,41.159376,75_76,8_8,38_38,4_4,156182
-8.630163,41.159133,79_71,8_8,40_36,4_4,156184
-8.630082,41.159034,80_69,8_7,40_35,4_4,156185
-8.629965,41.158521,83_59,9_6,42_30,5_3,276245
-8.630118,41.158341,80_55,8_6,40_28,4_3,276247
-8.630244,41.157729,77_43,8_5,39_22,4_3,276250
-8.630037,41.157324,81_35,9_4,41_18,5_2,250704
-8.629002,41.157117,102_31,11_4,51_16,6_2,225403
-8.628246,41.156604,117_20,12_2,59_10,6_1,80864
-8.62749,41.155668,132_2,14_1,66_1,7_1,80867
-8.628327,41.15736,115_36,12_4,58_18,6_2,276273
-8.627922,41.157639,123_41,13_5,62_21,7_3,2962
-8.626635,41.157513,149_39,15_4,75_20,8_2,2968
-8.625042,41.157234,181_33,19_4,91_17,10_2,2971
-8.624952,41.157027,183_29,19_3,92_15,10_2,10812
-8.625321,41.155803,175_4,18_1,88_2,9_1,10813
-8.623593,41.155695,210_2,21_1,105_1,11_1,10798
-8.623332,41.155803,215_4,22_1,108_2,11_1,10800
-8.628453,41.156856,113_26,12_3,57_13,6_2,80864
-8.628363,41.157135,115_31,12_4,58_16,6_2,276271
-8.62794,41.157594,123_40,13_4,62_20,7_2,276278
-8.627922,41.157783,123_44,13_5,62_22,7_3,276279
-8.628111,41.158395,120_56,12_6,60_28,6_3,134544
-8.629416,41.158809,94_65,10_7,47_33,5_4,276242
-8.629857,41.158656,85_62,9_7,43_31,5_4,276245
-8.630226,41.158071,77_50,8_5,39_25,4_3,276265
-8.62992,41.157189,83_32,9_4,42_16,5_2,276255
-8.629578,41.156334,90_15,9_2,45_8,5_1,2934
-8.624988,41.157306,182_35,19_4,91_18,10_2,2951
-8.627868,41.157792,125_44,13_5,63_22,7_3,2956
-8.627985,41.158143,122_51,13_6,61_26,7_3,276268
-8.628669,41.158863,109_66,11_7,55_33,6_4,134548
-8.628615,41.159835,110_85,11_9,55_43,6_5,148168
-8.627544,41.155785,131_4,14_1,66_2,7_1,80868
-8.628129,41.156406,119_17,12_2,60_9,6_1,80864
-8.628255,41.156919,117_27,12_3,59_14,6_2,80864
-8.628075,41.157459,120_38,12_4,60_19,6_2,276274
-8.627976,41.157936,122_47,13_5,61_24,7_3,274018
-8.628894,41.158701,104_62,11_7,52_31,6_4,274028
-8.629263,41.158809,97_65,10_7,49_33,5_4,250687
-8.6301,41.158521,80_59,8_6,40_30,4_3,276246
-8.631054,41.15826,61_54,7_6,31_27,4_3,288427
-8.632818,41.158638,26_61,3_7,13_31,2_4,288432
-8.623179,41.157027,218_29,22_3,109_15,11_2,80862
-8.624205,41.157216,198_33,20_4,99_17,10_2,80863
-8.625357,41.157405,175_36,18_4,88_18,9_2,2951
-8.626644,41.157666,149_42,15_5,75_21,8_3,2952
-8.627355,41.157738,135_43,14_5,68_22,7_3,2952
-8.627886,41.157918,124_47,13_5,62_24,7_3,276266
-8.62794,41.158125,123_51,13_6,62_26,7_3,276268
-8.627976,41.158359,122_56,13_6,61_28,7_3,276270
-8.627355,41.158728,135_63,14_7,68_32,7_4,2653
-8.631342,41.159601,55_80,6_8,28_40,3_4,128068
-8.630262,41.159124,77_71,8_8,39_36,4_4,156183
-8.630028,41.158872,81_66,9_7,41_33,5_4,156185
-8.630163,41.158467,79_58,8_6,40_29,4_3,276246
-8.63028,41.15763,76_41,8_5,38_21,4_3,276251
-8.630163,41.157396,79_36,8_4,40_18,4_2,276253
-8.629992,41.157207,82_33,9_4,41_17,5_2,276255
-8.628696,41.157126,108_31,11_4,54_16,6_2,274010
-8.627904,41.158215,124_53,13_6,62_27,7_3,276268
-8.628057,41.158449,121_57,13_6,61_29,7_3,134544
-8.628786,41.159115,106_71,11_8,53_36,6_4,148168
-8.628669,41.159457,109_78,11_8,55_39,6_4,148168
-8.633403,41.158629,14_61,2_7,7_31,1_4,128149
-8.63316,41.158836,19_65,2_7,10_33,1_4,52556
-8.633025,41.158809,21_65,3_7,11_33,2_4,52556
-8.63289,41.159574,24_80,3_8,12_40,2_4,52556
-8.627607,41.155776,130_4,13_1,65_2,7_1,80868
-8.628399,41.157306,114_35,12_4,57_18,6_2,274012
-8.627985,41.157864,122_46,13_5,61_23,7_3,274017
-8.62857,41.158692,110_62,11_7,55_31,6_4,278840
-8.630298,41.157945,76_47,8_5,38_24,4_3,276249
-8.630712,41.157072,68_30,7_3,34_15,4_2,10197
-8.631729,41.157117,47_31,5_4,24_16,3_2,259927
-8.632602,41.157999,30_48,3_5,15_24,2_3,259925
-8.633313,41.158728,16_63,2_7,8_32,1_4,288419
-8.63361,41.158701,10_62,1_7,5_31,1_4,288419
